movieId;title;genres;imdbId;tmdbId;release_year;poster_url;language
21;Get Shorty (1995);Comedy|Crime|Thriller;113161;8012;1995;https://image.tmdb.org/t/p/w300/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg;en
22;Copycat (1995);Crime|Drama|Horror|Mystery|Thriller;112722;1710;1995;https://image.tmdb.org/t/p/w300/80czeJGSoik22fhtUM9WzyjUU4r.jpg;en
23;Assassins (1995);Action|Crime|Thriller;112401;9691;1995;https://image.tmdb.org/t/p/w300/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg;en
24;Powder (1995);Drama|Sci-Fi;114168;12665;1995;https://image.tmdb.org/t/p/w300/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg;en
25;Leaving Las Vegas (1995);Drama|Romance;113627;451;1995;https://image.tmdb.org/t/p/w300/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg;en
26;Othello (1995);Drama;114057;16420;1995;https://image.tmdb.org/t/p/w300/qM0BXEQjmnAzlkDZ0tYmV6twqMX.jpg;en
27;Now and Then (1995);Children|Drama;114011;9263;1995;https://image.tmdb.org/t/p/w300/1Jc7lM4mwDHBjnlBds5wcbyaFJi.jpg;en
28;Persuasion (1995);Drama|Romance;114117;17015;1995;https://image.tmdb.org/t/p/w300/si8911IezMvAnQFDvyg1nKzDlD.jpg;en
29;City of Lost Children, The (Cité des enfants perdus, La) (1995);Adventure|Drama|Fantasy|Mystery|Sci-Fi;112682;902;1995;https://image.tmdb.org/t/p/w300/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg;
30;Shanghai Triad (Yao a yao yao dao waipo qiao) (1995);Crime|Drama;115012;37557;1995;https://image.tmdb.org/t/p/w300/qcoOCoN7viOhboGwhYXyApdDuiq.jpg;zh
31;Dangerous Minds (1995);Drama;112792;9909;1995;https://image.tmdb.org/t/p/w300/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg;en
32;Twelve Monkeys (a.k.a. 12 Monkeys) (1995);Mystery|Sci-Fi|Thriller;114746;63;1995;https://image.tmdb.org/t/p/w300/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg;en
34;Babe (1995);Children|Drama;112431;9598;1995;https://image.tmdb.org/t/p/w300/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg;en
35;Carrington (1995);Drama|Romance;112637;47018;1995;https://image.tmdb.org/t/p/w300/cymgtuKaRslkKxNuEfeynIodG6N.jpg;en
36;Dead Man Walking (1995);Crime|Drama;112818;687;1995;https://image.tmdb.org/t/p/w300/jAuo0Buh8wSOrAnUoiwrJIuOs0q.jpg;en
38;It Takes Two (1995);Children|Comedy;113442;33689;1995;https://image.tmdb.org/t/p/w300/l67WJL3Mjce1yoEgL4HheR5v75D.jpg;en
39;Clueless (1995);Comedy|Romance;112697;9603;1995;https://image.tmdb.org/t/p/w300/i8gEHh2sszB6YWLC0jl559sxAeN.jpg;en
40;Cry, the Beloved Country (1995);Drama;112749;34615;1995;https://image.tmdb.org/t/p/w300/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg;en
41;Richard III (1995);Drama|War;114279;31174;1995;https://image.tmdb.org/t/p/w300/e8nuS9GQoSFaqld4hW5erk2ccag.jpg;en
42;Dead Presidents (1995);Action|Crime|Drama;112819;11443;1995;https://image.tmdb.org/t/p/w300/2dLyvXVvJXUR9otoqERkYpao1bB.jpg;en
43;Restoration (1995);Drama;114272;35196;1995;https://image.tmdb.org/t/p/w300/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg;en
44;Mortal Kombat (1995);Action|Adventure|Fantasy;113855;9312;1995;https://image.tmdb.org/t/p/w300/bdXWixjWVA7Y03PvW74xufrROiJ.jpg;en
45;To Die For (1995);Comedy|Drama|Thriller;114681;577;1995;https://image.tmdb.org/t/p/w300/zCREx8trzejNieDLUsRuwLU0cS3.jpg;en
46;How to Make an American Quilt (1995);Drama|Romance;113347;11861;1995;https://image.tmdb.org/t/p/w300/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg;en
47;Seven (a.k.a. Se7en) (1995);Mystery|Thriller;114369;807;1995;https://image.tmdb.org/t/p/w300/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg;en
48;Pocahontas (1995);Animation|Children|Drama|Musical|Romance;114148;10530;1995;https://image.tmdb.org/t/p/w300/qk95miOV8wDABbO5gyCpCrvbVFu.jpg;en
49;When Night Is Falling (1995);Drama|Romance;114916;8391;1995;https://image.tmdb.org/t/p/w300/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg;en
50;Usual Suspects, The (1995);Crime|Mystery|Thriller;114814;629;1995;https://image.tmdb.org/t/p/w300/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg;en
51;Guardian Angel (1994);Action|Drama|Thriller;109950;117164;1994;https://image.tmdb.org/t/p/w300/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg;en
52;Mighty Aphrodite (1995);Comedy|Drama|Romance;113819;11448;1995;https://image.tmdb.org/t/p/w300/m0MZabFBNtMuFn3oNcq45M1Jws3.jpg;en
53;Lamerica (1994);Adventure|Drama;110299;49133;1994;https://image.tmdb.org/t/p/w300/pnoaKYhIhFxdtpdvtuPqQlwTG5X.jpg;it
54;Big Green, The (1995);Children|Comedy;112499;26441;1995;https://image.tmdb.org/t/p/w300/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg;en
55;Georgia (1995);Drama;113158;97406;1995;https://image.tmdb.org/t/p/w300/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg;en
56;Kids of the Round Table (1995);Adventure|Children|Fantasy;113541;124057;1997;https://image.tmdb.org/t/p/w300/1y8KAZOKrdmTI2sddcilcbRsMtI.jpg;en
57;Home for the Holidays (1995);Drama;113321;9089;1995;https://image.tmdb.org/t/p/w300/a8MslR6deQQVe8JR542XDSwHiPB.jpg;en
58;Postman, The (Postino, Il) (1994);Comedy|Drama|Romance;110877;11010;1994;https://image.tmdb.org/t/p/w300/zqK1rE4gpDvEn612HeJF4EnoYCG.jpg;it
59;Confessional, The (Confessionnal, Le) (1995);Drama|Mystery;112714;99040;1995;https://image.tmdb.org/t/p/w300/8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg;fr
60;Indian in the Cupboard, The (1995);Adventure|Children|Fantasy;113419;11359;1995;https://image.tmdb.org/t/p/w300/l16BtfILyWxYwSqzofL3V1rMSwe.jpg;en
61;Eye for an Eye (1996);Drama|Thriller;116260;17182;1996;https://image.tmdb.org/t/p/w300/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg;en
62;Mr. Holland's Opus (1995);Drama;113862;2054;1995;https://image.tmdb.org/t/p/w300/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg;en
63;Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996);Comedy|Crime;116126;10607;1996;https://image.tmdb.org/t/p/w300/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg;en
64;Two if by Sea (1996);Comedy|Romance;118002;19760;1996;https://image.tmdb.org/t/p/w300/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg;en
65;Bio-Dome (1996);Comedy;115683;9536;1996;https://image.tmdb.org/t/p/w300/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg;en
66;Lawnmower Man 2: Beyond Cyberspace (1996);Action|Sci-Fi|Thriller;116839;11525;1996;https://image.tmdb.org/t/p/w300/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg;en
67;Two Bits (1995);Drama;114753;40628;1995;https://image.tmdb.org/t/p/w300/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg;en
68;French Twist (Gazon maudit) (1995);Comedy|Romance;113149;4482;1995;https://image.tmdb.org/t/p/w300/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg;fr
69;Friday (1995);Comedy;113118;10634;1995;https://image.tmdb.org/t/p/w300/z76scMklBnEC91CFqHcvqrS5coO.jpg;en
70;From Dusk Till Dawn (1996);Action|Comedy|Horror|Thriller;116367;755;1996;https://image.tmdb.org/t/p/w300/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg;en
71;Fair Game (1995);Action;113010;11859;1995;https://image.tmdb.org/t/p/w300/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg;en
72;Kicking and Screaming (1995);Comedy|Drama;113537;28387;1995;https://image.tmdb.org/t/p/w300/urPxxjylNUHmoNcGkMgHStMTxhF.jpg;en
73;Misérables, Les (1995);Drama|War;113828;48750;1995;https://image.tmdb.org/t/p/w300/ePJCk8puXx28CtvpSpmezpwfVt8.jpg;fr
74;Bed of Roses (1996);Drama|Romance;115644;20927;1996;https://image.tmdb.org/t/p/w300/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg;en
75;Big Bully (1996);Comedy|Drama;115676;36929;1996;https://image.tmdb.org/t/p/w300/wtFekK9VKWujQW9R9c6sYbir6wm.jpg;en
76;Screamers (1995);Action|Sci-Fi|Thriller;114367;9102;1995;https://image.tmdb.org/t/p/w300/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg;en
77;Nico Icon (1995);Documentary;113973;124626;1995;https://image.tmdb.org/t/p/w300/tuIDKBp92R4tGFOB46MofvakfiY.jpg;en
78;Crossing Guard, The (1995);Action|Crime|Drama|Thriller;112744;27526;1995;https://image.tmdb.org/t/p/w300/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg;en
79;Juror, The (1996);Drama|Thriller;116731;9623;1996;https://image.tmdb.org/t/p/w300/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg;en
80;White Balloon, The (Badkonake sefid) (1995);Children|Drama;112445;46785;1995;https://image.tmdb.org/t/p/w300/96UDOJNgJXHmQMJqA79bKS9PR8i.jpg;fa
81;Things to Do in Denver When You're Dead (1995);Crime|Drama|Romance;114660;400;1995;https://image.tmdb.org/t/p/w300/ysKIolKO0376Nl5DV1fDAAPudEq.jpg;en
82;Antonia's Line (Antonia) (1995);Comedy|Drama;112379;880;1995;https://image.tmdb.org/t/p/w300/9UJF0JZAqUXWALywncpvpeepXo6.jpg;nl
83;Once Upon a Time... When We Were Colored (1995);Drama|Romance;114039;146599;1996;https://image.tmdb.org/t/p/w300/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg;en
84;Last Summer in the Hamptons (1995);Comedy|Drama;113612;188588;1995;https://image.tmdb.org/t/p/w300/pfgpkDNcwSi1x4jVzeLqvxTwX5a.jpg;en
85;Angels and Insects (1995);Drama|Romance;112365;8447;1995;https://image.tmdb.org/t/p/w300/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg;en
86;White Squall (1996);Action|Adventure|Drama;118158;10534;1996;https://image.tmdb.org/t/p/w300/3a5nomeyzJF4gG26HouCtce99ki.jpg;en
87;Dunston Checks In (1996);Children|Comedy;116151;17414;1996;https://image.tmdb.org/t/p/w300/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg;en
88;Black Sheep (1996);Comedy;115697;13997;1996;https://image.tmdb.org/t/p/w300/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg;en
89;Nick of Time (1995);Action|Thriller;113972;2086;1995;https://image.tmdb.org/t/p/w300/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg;en
90;Journey of August King, The (1995);Drama;113490;61548;1995;https://image.tmdb.org/t/p/w300/hT5CF2RJPAVi9TE4iKxGYAufY4J.jpg;en
92;Mary Reilly (1996);Drama|Horror|Thriller;117002;9095;1996;https://image.tmdb.org/t/p/w300/Oesh4pN5J2ing4flkgkiVdxILP.jpg;en
93;Vampire in Brooklyn (1995);Comedy|Horror|Romance;114825;12158;1995;https://image.tmdb.org/t/p/w300/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg;en
94;Beautiful Girls (1996);Comedy|Drama|Romance;115639;9283;1996;https://image.tmdb.org/t/p/w300/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg;en
95;Broken Arrow (1996);Action|Adventure|Thriller;115759;9208;1996;https://image.tmdb.org/t/p/w300/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg;en
96;In the Bleak Midwinter (1995);Comedy|Drama;113403;40154;1995;https://image.tmdb.org/t/p/w300/6u2N0gn6uUWF4cSdkXmVB8E8q2X.jpg;en
97;Hate (Haine, La) (1995);Crime|Drama;113247;406;1995;https://image.tmdb.org/t/p/w300/jTzBED0leGPwWDqNewye11qzJgd.jpg;fr
98;Shopping (1994);Action|Thriller;111173;45549;1994;https://image.tmdb.org/t/p/w300/jdYL6f0KXnYBcnWnwGtnanJtKlE.jpg;en
99;Heidi Fleiss: Hollywood Madam (1995);Documentary;113283;63076;1995;https://image.tmdb.org/t/p/w300/j9k3UTx7OZ0xoCws1oACYQZFF5N.jpg;en
100;City Hall (1996);Drama|Thriller;115907;11062;1996;https://image.tmdb.org/t/p/w300/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg;en
101;Bottle Rocket (1996);Adventure|Comedy|Crime|Romance;115734;13685;1996;https://image.tmdb.org/t/p/w300/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg;en
102;Mr. Wrong (1996);Comedy;117102;47475;1996;https://image.tmdb.org/t/p/w300/8oZW1loLEczN1BU60YobsJJFdSR.jpg;en
103;Unforgettable (1996);Mystery|Sci-Fi|Thriller;118040;2045;1996;https://image.tmdb.org/t/p/w300/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg;en
104;Happy Gilmore (1996);Comedy;116483;9614;1996;https://image.tmdb.org/t/p/w300/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg;en
105;Bridges of Madison County, The (1995);Drama|Romance;112579;688;1995;https://image.tmdb.org/t/p/w300/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg;en
106;Nobody Loves Me (Keiner liebt mich) (1994);Comedy|Drama;110251;11907;1994;https://image.tmdb.org/t/p/w300/lnfMQ6K2EgJpn2JZTadnaufiwiR.jpg;de
107;Muppet Treasure Island (1996);Adventure|Children|Comedy|Musical;117110;10874;1996;https://image.tmdb.org/t/p/w300/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg;en
108;Catwalk (1996);Documentary;112646;89333;1995;https://image.tmdb.org/t/p/w300/yhFcbTCnsWjg3nH3PLL6RoltjqS.jpg;en
109;Headless Body in Topless Bar (1995);Comedy|Drama|Thriller;113276;96357;1995;https://image.tmdb.org/t/p/w300/tQ6HEWNxvbeF2WklTVEp3su446F.jpg;en
110;Braveheart (1995);Action|Drama|War;112573;197;1995;https://image.tmdb.org/t/p/w300/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg;en
111;Taxi Driver (1976);Crime|Drama|Thriller;75314;103;1976;https://image.tmdb.org/t/p/w300/ekstpH614fwDX8DUln1a2Opz0N8.jpg;en
112;Rumble in the Bronx (Hont faan kui) (1995);Action|Adventure|Comedy|Crime;113326;33542;1995;https://image.tmdb.org/t/p/w300/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg;cn
113;Before and After (1996);Drama|Mystery;115645;43566;1996;https://image.tmdb.org/t/p/w300/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg;en
114;Margaret's Museum (1995);Drama;113774;71754;1995;https://image.tmdb.org/t/p/w300/l00ALsdVyRGmPIp5EWlEoplki0X.jpg;en
115;Happiness Is in the Field (Bonheur est dans le pré, Le) (1995);Comedy;112556;43612;1995;https://image.tmdb.org/t/p/w300/90leVz0WMn1YVy6YEHs7zlHOMBn.jpg;fr
116;Anne Frank Remembered (1995);Documentary;112373;51352;1995;https://image.tmdb.org/t/p/w300/x2n4YIVsms3JL8qCfzrbOg2yx0x.jpg;en
117;Young Poisoner's Handbook, The (1995);Crime|Drama;115033;16934;1995;https://image.tmdb.org/t/p/w300/yLEdmdH8sgK0hbHT4Oie1l1pt5d.jpg;en
118;If Lucy Fell (1996);Comedy|Romance;116606;10324;1996;https://image.tmdb.org/t/p/w300/kFjffUg7zcST9AW4GoWiJFoNsH3.jpg;en
119;Steal Big, Steal Little (1995);Comedy;114536;78406;1995;https://image.tmdb.org/t/p/w300/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg;en
120;Race the Sun (1996);Adventure|Comedy|Drama;117427;55731;1996;https://image.tmdb.org/t/p/w300/2jPKKhZqbMYszH5z1cL7AZuoBiL.jpg;en
121;Boys of St. Vincent, The (1992);Drama;106473;32119;1992;https://image.tmdb.org/t/p/w300/lqUDQqisW5CpkxTPJXvWXCsZgdk.jpg;en
122;Boomerang (1992);Comedy|Romance;103859;11066;1992;https://image.tmdb.org/t/p/w300/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg;en
123;Chungking Express (Chung Hing sam lam) (1994);Drama|Mystery|Romance;109424;11104;1994;https://image.tmdb.org/t/p/w300/fsudYlZ4bpXimQ34DwH8nf4R77p.jpg;cn
124;Star Maker, The (Uomo delle stelle, L') (1995);Drama;114808;37975;1995;https://image.tmdb.org/t/p/w300/wousyAPimHw7RQVjlvzA8BSr2pt.jpg;it
125;Flirting With Disaster (1996);Comedy;116324;2074;1996;https://image.tmdb.org/t/p/w300/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg;en
126;NeverEnding Story III, The (1994);Adventure|Children|Fantasy;110647;27793;1994;https://image.tmdb.org/t/p/w300/qWvj3Ls7PQtz5L1eZpfoj5058Yz.jpg;en
127;Silences of the Palace, The (Saimt el Qusur) (1994);Drama;111055;44284;1994;https://image.tmdb.org/t/p/w300/3M4bH7A2L6wrHeueTUwr5PKYkfS.jpg;ar
128;Jupiter's Wife (1994);Documentary;110217;290157;1995;https://image.tmdb.org/t/p/w300/uUi23HjvDFYGfuVlCBGozUY1Ab4.jpg;en
129;Pie in the Sky (1996);Comedy|Romance;114131;110972;1996;https://image.tmdb.org/t/p/w300/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg;en
130;Angela (1995);Drama;112364;32622;1995;https://image.tmdb.org/t/p/w300/1UxqC7TS1o1hzaPkc1Q0LsW0yUS.jpg;en
131;Frankie Starlight (1995);Drama|Romance;113107;73067;1995;https://image.tmdb.org/t/p/w300/1cPX7MWnEYG21tSdEpWlFygZUwY.jpg;it
132;Jade (1995);Thriller;113451;11863;1995;https://image.tmdb.org/t/p/w300/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg;en
133;Nueba Yol (1995);Comedy|Drama;114015;55475;1995;https://image.tmdb.org/t/p/w300/1VNalbjNQkKejRnHW2XM6SwnCa0.jpg;es
134;Sonic Outlaws (1995);Documentary;114500;124636;1995;https://image.tmdb.org/t/p/w300/wU4NBvZdP1wTAq142OR5knnhfG5.jpg;en
135;Down Periscope (1996);Comedy;116130;9101;1996;https://image.tmdb.org/t/p/w300/q6JEjedx4LoZRig8U1R5sJqBfti.jpg;en
136;From the Journals of Jean Seberg (1995);Documentary;113125;123360;1995;https://image.tmdb.org/t/p/w300/i434k0SSFhDav9lCxFQzD95EciY.jpg;en
137;Man of the Year (1995);Documentary;113756;5757;1995;https://image.tmdb.org/t/p/w300/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg;en
138;Neon Bible, The (1995);Drama;113952;39428;1995;https://image.tmdb.org/t/p/w300/wpaZXRvhdNhmaedy8BMytuOXvGO.jpg;en
139;Target (1995);Action|Drama;114618;124639;1995;https://image.tmdb.org/t/p/w300/z0ezqAFMeGYd5mLEWaN8jC9eczF.jpg;en
140;Up Close and Personal (1996);Drama|Romance;118055;9302;1996;https://image.tmdb.org/t/p/w300/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg;en
141;Birdcage, The (1996);Comedy;115685;11000;1996;https://image.tmdb.org/t/p/w300/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg;en
143;Gospa (1995);Drama;113200;249882;1995;https://image.tmdb.org/t/p/w300/b8niK1RquKFR7TZBJbWN8zZPCcT.jpg;hr
144;Brothers McMullen, The (1995);Comedy;112585;16388;1995;https://image.tmdb.org/t/p/w300/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg;en
145;Bad Boys (1995);Action|Comedy|Crime|Drama|Thriller;112442;9737;1995;https://image.tmdb.org/t/p/w300/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg;en
146;Amazing Panda Adventure, The (1995);Adventure|Children;112342;30765;1995;https://image.tmdb.org/t/p/w300/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg;en
147;Basketball Diaries, The (1995);Drama;112461;10474;1995;https://image.tmdb.org/t/p/w300/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg;en
148;Awfully Big Adventure, An (1995);Drama;112427;22279;1995;https://image.tmdb.org/t/p/w300/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg;en
149;Amateur (1994);Crime|Drama|Thriller;109093;30157;1994;https://image.tmdb.org/t/p/w300/lZHBvDFavIfOx8gD4iqY701jF98.jpg;en
151;Rob Roy (1995);Action|Drama|Romance|War;114287;11780;1995;https://image.tmdb.org/t/p/w300/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg;en
152;Addiction, The (1995);Drama|Horror;112288;34996;1995;https://image.tmdb.org/t/p/w300/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg;en
153;Batman Forever (1995);Action|Adventure|Comedy|Crime;112462;414;1995;https://image.tmdb.org/t/p/w300/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg;en
154;Beauty of the Day (Belle de jour) (1967);Drama;61395;649;1967;https://image.tmdb.org/t/p/w300/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg;fr
155;Beyond Rangoon (1995);Adventure|Drama|War;112495;1873;1995;https://image.tmdb.org/t/p/w300/aVYw8aQs9599aWzoSswQvgNoCat.jpg;en
156;Blue in the Face (1995);Comedy|Drama;112541;5894;1995;https://image.tmdb.org/t/p/w300/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg;en
157;Canadian Bacon (1995);Comedy|War;109370;1775;1995;https://image.tmdb.org/t/p/w300/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg;en
158;Casper (1995);Adventure|Children;112642;8839;1995;https://image.tmdb.org/t/p/w300/1WeumvndgPE3hopKQqXbCKO26oH.jpg;en
159;Clockers (1995);Crime|Drama|Mystery;112688;20649;1995;https://image.tmdb.org/t/p/w300/c79uqLJleho2a7OQayfrW5Ypphf.jpg;en
160;Congo (1995);Action|Adventure|Mystery|Sci-Fi;112715;10329;1995;https://image.tmdb.org/t/p/w300/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg;en
161;Crimson Tide (1995);Drama|Thriller|War;112740;8963;1995;https://image.tmdb.org/t/p/w300/oDJyDX11HW4j565vUjmFagKxDTQ.jpg;en
162;Crumb (1994);Documentary;109508;26564;1994;https://image.tmdb.org/t/p/w300/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg;en
163;Desperado (1995);Action|Romance|Western;112851;8068;1995;https://image.tmdb.org/t/p/w300/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg;en
164;Devil in a Blue Dress (1995);Crime|Film-Noir|Mystery|Thriller;112857;8512;1995;https://image.tmdb.org/t/p/w300/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg;en
165;Die Hard: With a Vengeance (1995);Action|Crime|Thriller;112864;1572;1995;https://image.tmdb.org/t/p/w300/ivpXGcsPZglyYrN65THWSD7JM3q.jpg;en
166;Doom Generation, The (1995);Comedy|Crime|Drama;112887;13552;1995;https://image.tmdb.org/t/p/w300/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg;en
167;Feast of July (1995);Drama;113044;259209;1995;https://image.tmdb.org/t/p/w300/ntXzazC3ZaWy9GjkFzZGtJFLCZp.jpg;en
168;First Knight (1995);Action|Drama|Romance;113071;6520;1995;https://image.tmdb.org/t/p/w300/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg;en
169;Free Willy 2: The Adventure Home (1995);Adventure|Children|Drama;113114;9073;1995;https://image.tmdb.org/t/p/w300/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg;en
170;Hackers (1995);Action|Adventure|Crime|Thriller;113243;10428;1995;https://image.tmdb.org/t/p/w300/hNjxJbejPHSmKVidHQ9ZHaC0Z7r.jpg;en
171;Jeffrey (1995);Comedy|Drama;113464;17447;1995;https://image.tmdb.org/t/p/w300/imrDwqsDpufHtoewyCgJUvAD4L0.jpg;en
